title,url,author,documentType,sourceName,visualizationType,technology,thumbnail,date
OpenBudget,http://marcinignac.com/projects/open-budget/,,,,,,https://a248.e.akamai.net/camo.github.com/b7862a55156b1710f0a17dc268626255581f0b28/687474703a2f2f64336a732e6f72672f65782f6f70656e2d6275646765742e706e67,
Order,http://bl.ocks.org/1696372,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1696372/raw/thumbnail.png,10/11/2012
Ordinal Axis,http://bl.ocks.org/3259783,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3259783/raw/thumbnail.png,10/11/2012
Ordinal Brushing,http://bl.ocks.org/4349509,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4349509/raw/thumbnail.png,1/11/2013
Ordinal Tick Filtering,http://bl.ocks.org/3212294,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3212294/raw/thumbnail.png,10/11/2012
Orthographic,http://bl.ocks.org/3757125,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3757125/raw/thumbnail.png,1/19/2013
Orthographic Clipping,http://bl.ocks.org/3021474,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3021474/raw/thumbnail.png,10/11/2012
Orthographic Grid,http://bl.ocks.org/2974930,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2974930/raw/thumbnail.png,10/11/2012
Orthographic Projection,http://bl.ocks.org/2870030,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2870030/raw/thumbnail.png,10/11/2012
Orthographic Shading,http://bl.ocks.org/3031319,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3031319/raw/thumbnail.png,10/11/2012
Over the Decades How States Have Shifted,http://www.nytimes.com/interactive/2012/10/15/us/politics/swing-history.html,,news,nytimes,,,,
Pack Test,http://bl.ocks.org/3315291,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3315291/raw/thumbnail.png,10/11/2012
Pack Test,http://bl.ocks.org/3315318,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3315318/raw/thumbnail.png,10/11/2012
Pair Contribution and Selection,http://bl.ocks.org/4168921,Jesse Heitler,code viewer,bl.ocks,,,,
Pale Dawn,http://bl.ocks.org/583229,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/583229/raw/thumbnail.png,10/11/2012
Pan+Zoom,http://bl.ocks.org/3892919,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3892919/raw/thumbnail.png,10/25/2012
Parallel Coordinates,http://syntagmatic.github.com/parallel-coordinates/,,code library,github page,parallel coordinates,,,
Parallel Coordinates,http://bl.ocks.org/1341021,Mike Bostock,code viewer,bl.ocks,parallel coordinates,,https://gist.github.com/mbostock/1341021/raw/thumbnail.png,1/17/2013
Parallel Coordinates,http://bl.ocks.org/1341281,,code viewer,bl.ocks,parallel coordinates,,,
Parallel Coordinates,http://mbostock.github.com/d3/talk/20111116/iris-parallel.html,Mike Bostock,,,parallel coordinates,,https://a248.e.akamai.net/camo.github.com/84c8b74251ec9b1aaa85b90bc584f307b838a470/687474703a2f2f64336a732e6f72672f65782f697269732d706172616c6c656c2e706e67,
Parallel coordinates with fisheye distortion,http://bl.ocks.org/3290263,,code viewer,bl.ocks,parallel coordinates,,,
Parallel Lines and Football using Dex and D3.js,http://dexvis.wordpress.com/2013/01/28/d3js-parallel-lines-and-football/,Patrick Martin,standalone visualization,,,dex,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-22-13%203.19.57%20PM.png,
Parallel Sets,http://www.jasondavies.com/parallel-sets/,Jason Davies,,,parallel set,,https://a248.e.akamai.net/camo.github.com/a7e365d093b0184a39bb7170251ae588e129a768/687474703a2f2f64336a732e6f72672f65782f706172736574732e706e67,
Path and Transform Transitions,http://bost.ocks.org/mike/path/,Mike Bostock,Specific tutorials,,,,,
Path Tween,http://bl.ocks.org/3916621,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3916621/raw/thumbnail.png,10/25/2012
Pedigree Tree,http://bl.ocks.org/2966094,Mike Bostock,code viewer,bl.ocks,tree,,https://gist.github.com/mbostock/2966094/raw/thumbnail.png,10/11/2012
Peirce Quincuncial,http://bl.ocks.org/4310087,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4310087/raw/thumbnail.png,12/16/2012
Percentile line chart of gene expression microarrays,http://kbroman.wordpress.com/2013/02/08/interactive-graphics-with-d3-js/,Karl W Broman,blog post,,line chart; histogram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-13-13%2012.01.15%20AM.png,
Percolation model,http://www.jeromecukier.net/projects/models/percolate.html,Jérôme Cukier,,,math,,,
Periodic table,http://tributary.io/inlet/4458395/,Dealga McArdle,code viewer,tributary,periodic table,,,
Perlin circles,http://tributary.io/inlet/5110744,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-8-13%209.48.45%20AM.png,
Perlin Ink,http://tributary.io/inlet/5080123,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-4-13%209.43.36%20AM.png,
Perlin Landscape,http://tributary.io/inlet/5087634,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-4-13%207.43.14%20PM.png,
Perlin Worms,http://tributary.io/inlet/5062100,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-7-13%2010.44.10%20AM.png,
Ph.D. Thesis Progress,http://www.netlab.tkk.fi/~varun/dissertation.html,Varun Singh,blog post,,line chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-3-13%203.44.56%20PM.png,
PhD in the Bundestag,http://vis.databeast.org/vis/story/D3/mdbphd/doktortitel.html,Cosmin Cabulea,standalone visualization,,floating bubbles,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-7-13%202.42.33%20PM.png,
Phylogenetic Tree of Life,http://www.jasondavies.com/tree-of-life/,Jason Davies,,,tree,,,
Pictograms,http://bl.ocks.org/2280295,,code viewer,bl.ocks,pictogram,,,
Pie Chart,http://bl.ocks.org/3887235,Mike Bostock,code viewer,bl.ocks,pie chart,,https://gist.github.com/mbostock/3887235/raw/thumbnail.png,12/11/2012
Pie Chart Update I,http://bl.ocks.org/1346395,Mike Bostock,code viewer,bl.ocks,pie chart,,https://gist.github.com/mbostock/1346395/raw/thumbnail.png,10/28/2012
Pie Chart Update II,http://bl.ocks.org/1346410,Mike Bostock,code viewer,bl.ocks,pie chart,,https://gist.github.com/mbostock/1346410/raw/thumbnail.png,10/28/2012
Pie chart update III,http://bl.ocks.org/j0hnsmith/5591116,,code viewer,bl.ocks,pie chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-16-13%2010.14.10%20AM.png,
Pie chart update IV,http://bl.ocks.org/j0hnsmith/5591130,,code viewer,bl.ocks,pie chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-16-13%2010.15.15%20AM.png,
Pie Chart Updating with Text,http://blog.stephenboak.com/2011/08/07/easy-as-a-pie.html,Stephen Boak,Specific tutorials,,pie chart,,,
Pie Multiples,http://bl.ocks.org/1305111,Mike Bostock,code viewer,bl.ocks,pie chart,,https://gist.github.com/mbostock/1305111/raw/thumbnail.png,10/11/2012
Pie Multiples with Nesting,http://bl.ocks.org/1305337,Mike Bostock,code viewer,bl.ocks,pie chart,,https://gist.github.com/mbostock/1305337/raw/thumbnail.png,11/29/2012
Pixymaps (Dragging),http://bl.ocks.org/1177827,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1177827/raw/thumbnail.png,1/28/2013
Pixymaps (Scrolling),http://bl.ocks.org/1177880,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1177880/raw/thumbnail.png,10/11/2012
Places in the Game of Thrones,http://www.jeromecukier.net/projects/agot/places.html,Jérôme Cukier,,,,,,
Plan interactif du métro,http://www.jeromecukier.net/projects/metro/map.html,Jerome Cukier,standalone visualization,,metro map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-15-13%2010.03.30%20AM.png,
Planarity,http://www.jasondavies.com/planarity/,Jason Davies,,,network,,http://kwout.com/cutout/h/w5/ur/wdc_w200.jpg,
Plot.io (swallowed by Platfora),http://plot.io/,,product,,,,,
"Plotly: create graphics, analyze with Python, annotate and share",https://plot.ly/,Alex Johnson; Jack Parmer,product,,Andrews curves; function graph; line chart; scatterplot,,,
Plotsk: A python/coffeescript/d3.js-based library for plotting data in a web browser,https://github.com/davidcox/plotsk,David Cox,source code,github code,,coffeescript; python,,
Plotting library for python based on D3.js,https://github.com/mikedewar/d3py,,source code,github code,,python,,
Poincaré Disc,http://www.jasondavies.com/poincare-disc/,Jason Davies,,,math,,,
Point-Along-Path Interpolation,http://bl.ocks.org/1313857,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1313857/raw/thumbnail.png,10/11/2012
Point-Along-Path Interpolation,http://bl.ocks.org/1705868,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1705868/raw/thumbnail.png,10/11/2012
Polar Azimuthal Equal-area,http://bl.ocks.org/4364903,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4364903/raw/thumbnail.png,1/18/2013
Polar Plot,http://bl.ocks.org/4583749,Mike Bostock,code viewer,bl.ocks,polar plot,,https://gist.github.com/mbostock/4583749/raw/thumbnail.png,1/20/2013
PolarClock,http://bl.ocks.org/1096355,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1096355/raw/thumbnail.png,1/13/2013
Polls on the 2012 U.S. Election,http://luiscarli.com/electionvis/,Luis Carli,standalone visualization,,fisheye; sankey,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%201.29.17%20PM.png,
Polychart: A browser-based platform for exploring data and creating charts,http://polychart.com/,,product,,,,http://kwout.com/cutout/f/jt/bi/feh_w200.jpg,
Polyconic Projection,http://bl.ocks.org/3734343,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3734343/raw/thumbnail.png,12/23/2012
Polygonal Lasso Selection,http://bl.ocks.org/3732612,Ger Hobbelt,code viewer,bl.ocks,selection brush,,,
Polylinear Time Scale,http://bl.ocks.org/herrstucki/5403383,Jeremy Stucki,code viewer,bl.ocks,axis,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-26-13%209.55.00%20AM.png,
Polymaps + D3,http://bl.ocks.org/899649,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/899649/raw/thumbnail.png,10/11/2012
Polymaps + D3 Part 2,http://bl.ocks.org/899670,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/899670/raw/thumbnail.png,10/11/2012
Poor Anti-Aliasing in SVG #1,http://bl.ocks.org/1322907,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1322907/raw/thumbnail.png,10/11/2012
Poor Anti-Aliasing in SVG #2,http://bl.ocks.org/1322948,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1322948/raw/thumbnail.png,10/11/2012
Population of the cantons and of the 10 largest cities of Switzerland,http://ralphstraumann.ch/cartogram_cantons_fr/,Ralph Straumann,standalone visualization,,map; cartogram; bar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-6-13%201.19.09%20AM.png,
Population Pyramid,http://bl.ocks.org/4062085,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4062085/raw/thumbnail.png,11/12/2012
Portrait in Chinese ascii: Chris Viau,http://tributary.io/inlet/5655325,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-27-13%203.58.38%20PM.png,
Portrait in Chinese ascii: EJFox,http://tributary.io/inlet/5653820,Ian Johnson,code viewer,tributary,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-26-13%205.41.00%20PM.png,
Presentation on Visualizing Data in D3.js and mapping tools at NetTuesday,http://affinitybridge.com/blog/presentation-visualizing-data-d3js-and-mapping-tools-nettuesday,Mack Hardy,video,,,,,
Price Changes: animated dimple.js chart,http://dimplejs.org/advanced_examples_viewer.html?id=advanced_price_range_lollipop,John Kiernander,standalone visualization,,bar chart; lollipop,dimple.js,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-31-13%2012.07.34%20AM.png,
Programmatic Pan+Zoom,http://bl.ocks.org/3892928,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3892928/raw/thumbnail.png,1/15/2013
Progress Events,http://bl.ocks.org/3750941,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3750941/raw/thumbnail.png,12/7/2012
Projected Choropleth,http://bl.ocks.org/mbostock/5925375,Mike Bostock,code viewer,bl.ocks,map; choropleth,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%207-15-13%2012.14.59%20AM.png,
Projection Contexts,http://bl.ocks.org/3804779,Mike Bostock,code viewer,bl.ocks,map,,,9/29/2012
Projection Transitions,http://bl.ocks.org/3711652,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/3711652/raw/thumbnail.png,1/14/2013
Proof of Pythagoras's Theorem,http://www.jasondavies.com/pythagoras-proof/,Jason Davies,,,math,,,
Proportion of Foreign Born in Large Cities: 1900,http://vallandingham.me/vis/nationality_by_city.html,,,,,,,
Prose-only Blocks,http://bl.ocks.org/4454550,Mike Bostock,code viewer,bl.ocks,,,,1/5/2013
Prototype Chart Template (WIP),http://bl.ocks.org/1364304,Mike Bostock,code viewer,bl.ocks,,,,11/14/2011
Pseudo-Demers Cartogram,http://bl.ocks.org/4055889,Mike Bostock,code viewer,bl.ocks,cartogram,,https://gist.github.com/mbostock/4055889/raw/thumbnail.png,12/17/2012
Pseudo-Dorling Cartogram,http://bl.ocks.org/4055892,Mike Bostock,code viewer,bl.ocks,cartogram,,https://gist.github.com/mbostock/4055892/raw/thumbnail.png,11/12/2012
Public Interest Evaluation Project,http://littleearth.ca/ce/,Jamie Popkin,,,,,,
Pushing D3.js commands to the browser from iPython,https://github.com/hhuuggoo/pushd3,,source code,github code,,ipython,,
Pyramid charts: demographic transition in the US,http://www.newscientist.com/embedded/us-demographics-2050,,,,pyramid chart,,,
Python-NVD3,https://github.com/areski/python-nvd3,Areski Belaid,code library,github,,python; nvd3,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-16-13%201.01.30%20PM.png,
Q-Q Plots,http://bl.ocks.org/4349187,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4349187/raw/thumbnail.png,12/20/2012
Quadratic Koch Island Simplification,http://www.jasondavies.com/maps/simplify/koch/,Jason Davies,,,math,,,
Quadtree,http://bl.ocks.org/4343214,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4343214/raw/thumbnail.png,12/29/2012
Quartic Authalic,http://bl.ocks.org/4463175,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4463175/raw/thumbnail.png,1/9/2013
Quartile plots,http://bl.ocks.org/4318672,Iain Dillingham,code viewer,bl.ocks,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%201.32.28%20PM.png,
Quartile plots with outliers,http://bl.ocks.org/4331208,,code viewer,bl.ocks,,,,
Queue.js Demo,http://bl.ocks.org/1696080,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1696080/raw/thumbnail.png,10/11/2012
Quick scatterplot tutorial for d3.js,http://swizec.com/blog/quick-scatterplot-tutorial-for-d3-js/swizec/5337,,tutorial,,,,,
Quicksort,http://bl.ocks.org/1582075,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/1582075/raw/thumbnail.png,10/11/2012
Radar chart,http://graves.cl/radar-chart-d3/,Alvaro Graves,plugin,github,radar chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-9-13%204.46.52%20PM.png,
Rainbow Colors,http://bl.ocks.org/675512,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/675512/raw/thumbnail.png,10/11/2012
Rainbow showing how to use mask and clipPath,http://tributary.io/inlet/5824505,Christophe Viau,code viewer,bl.ocks,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%206-20-13%2011.06.40%20AM.png,
Rainbow Worm,http://bl.ocks.org/4165404,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/4165404/raw/thumbnail.png,11/28/2012
Rainbows are Harmful,http://bl.ocks.org/3290752,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/3290752/raw/thumbnail.png,10/11/2012
Raindrops,http://bl.ocks.org/849853,Mike Bostock,code viewer,bl.ocks,,,https://a248.e.akamai.net/camo.github.com/aa90391f97b94023fa8fd006164ffaf84d5de5ff/687474703a2f2f64336a732e6f72672f65782f7261696e2e706e67,
Rainflow,http://entsphere.com/d3/rainflow/,daniel korenblum,standalone visualization,,,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-25-13%203.43.53%20PM.png,
Random Arboretum,http://www.jasondavies.com/random-arboretum/,Jason Davies,,,math,,,
Random Points on a Sphere,http://www.jasondavies.com/maps/random-points/,Jason Davies,,,math,,,
Random Walk in Configuration Space,http://jsfiddle.net/mrcactu5/8nDbu/8/,MrCactu5,code viewer,jsfiddle,math,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%203-14-13%209.23.09%20AM.png,
Raster Reprojection,http://bl.ocks.org/4329423,Mike Bostock,code viewer,bl.ocks,map,,https://gist.github.com/mbostock/4329423/raw/thumbnail.png,12/29/2012
"rCharts: R interface for NVD3, Polycharts, MorrisJs and soon Rickshaw, DexCharts, Dc.js",http://ramnathv.github.io/rCharts/r2js/,Ramnath Vaidyanathan,code library,github,,r; nvd3; polycharts; morrisjs; rickshaw; dexcharts; dc.js,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-16-13%209.43.43%20AM.png,
Reactive Charts with #d3js and Reactive.js,http://eng.wealthfront.com/2013/04/reactive-charts-with-d3-and-reactivejs.html,Matt Baker,blog post,,,reactive.js,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%204-19-13%209.31.54%20AM.png,
Reactive Charts with D3.js and Reactive.js,http://eng.wealthfront.com/2013/04/reactive-charts-with-d3-and-reactivejs.html,Matt Baker,blog post,,bar chart,reactive.js,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%205-26-13%205.34.15%20PM.png,
Read File or HTTP,http://bl.ocks.org/3092303,Mike Bostock,code viewer,bl.ocks,,,,7/11/2012
Real-time sentiment analysis of Obama 2012 victory speech,http://sentiment.dev.ber.to/,Berto Yáñez,standalone visualization,,,,http://kwout.com/cutout/u/wb/3h/rwd_w200.jpg,
Realtime Visualizations w/ D3 and Backbone,http://vimeo.com/45558674,Andrew Cholakian,video conference,vimeo,,,,
Realtime webserver stats,http://meloncholy.com/blog/using-d3-for-realtime-webserver-stats/,,,,,,,
Rectilinear Grid,http://bl.ocks.org/2962888,Mike Bostock,code viewer,bl.ocks,,,https://gist.github.com/mbostock/2962888/raw/thumbnail.png,10/11/2012
Rega: Experimental Ruby Vega generator,https://github.com/nandayadav/rega,Nanda Yadav,code library,github,,vega,,
Reingold–Tilford Tree,http://bl.ocks.org/4063550,Mike Bostock,code viewer,bl.ocks,tree,,https://gist.github.com/mbostock/4063550/raw/thumbnail.png,12/1/2012
Reingold–Tilford Tree,http://bl.ocks.org/4339184,Mike Bostock,code viewer,bl.ocks,tree,,https://gist.github.com/mbostock/4339184/raw/thumbnail.png,12/21/2012
Reingold–Tilford Tree (Redirect),http://bl.ocks.org/912735,Mike Bostock,code viewer,bl.ocks,,,,12/20/2012
